model,classifier,train_ims,condition,animacy,obj1,obj2,acc,prob1,prob2
cvcl,langauge,0,Outline,inam,fork,lamp,0,0.13151388,0.86848605
cvcl,langauge,0,Outline,inam,fork,leaf,0,0.10030107,0.899699
cvcl,langauge,0,Outline,inam,fork,spoon,1,0.6784505,0.32154942
cvcl,langauge,0,Outline,inam,fork,tree,0,0.08910996,0.91089004
cvcl,langauge,0,Outline,inam,fork,truck,0,0.13605092,0.8639491
cvcl,langauge,0,Outline,inam,fork,umbrella,0,0.24003465,0.75996536
cvcl,langauge,0,Outline,inam,guitar,airplane,1,0.61874986,0.38125017
cvcl,langauge,0,Outline,inam,guitar,apple,1,0.5084456,0.49155444
cvcl,langauge,0,Outline,inam,guitar,bicycle,0,0.13293368,0.86706626
cvcl,langauge,0,Outline,inam,guitar,chair,0,0.25579044,0.7442095
cvcl,langauge,0,Outline,inam,guitar,flower,0,0.076960295,0.92303973
cvcl,langauge,0,Outline,inam,guitar,fork,1,0.5459296,0.45407036
cvcl,langauge,0,Outline,inam,guitar,key,0,0.073138505,0.92686146
cvcl,langauge,0,Outline,inam,guitar,kite,0,0.42227066,0.57772934
cvcl,langauge,0,Outline,inam,guitar,lamp,0,0.14008482,0.85991514
cvcl,langauge,0,Outline,inam,guitar,leaf,0,0.06716577,0.93283427
cvcl,langauge,0,Outline,inam,guitar,spoon,0,0.42295203,0.57704794
cvcl,langauge,0,Outline,inam,guitar,tree,0,0.07690002,0.92309994
cvcl,langauge,0,Outline,inam,guitar,truck,0,0.19220945,0.8077905
cvcl,langauge,0,Outline,inam,guitar,umbrella,0,0.21980594,0.78019404
cvcl,langauge,0,Outline,inam,key,airplane,1,0.9467446,0.053255353
cvcl,langauge,0,Outline,inam,key,apple,1,0.97311383,0.026886169
cvcl,langauge,0,Outline,inam,key,bicycle,1,0.86335534,0.13664469
cvcl,langauge,0,Outline,inam,key,chair,1,0.9226385,0.077361465
cvcl,langauge,0,Outline,inam,key,flower,1,0.8103801,0.18961996
cvcl,langauge,0,Outline,inam,key,fork,1,0.9774116,0.022588305
cvcl,langauge,0,Outline,inam,key,guitar,1,0.93653554,0.06346445
cvcl,langauge,0,Outline,inam,key,kite,1,0.9327065,0.067293584
cvcl,langauge,0,Outline,inam,key,lamp,1,0.83639896,0.16360103
cvcl,langauge,0,Outline,inam,key,leaf,1,0.84264636,0.15735364
cvcl,langauge,0,Outline,inam,key,spoon,1,0.9823774,0.017622616
cvcl,langauge,0,Outline,inam,key,tree,1,0.66976094,0.33023903
cvcl,langauge,0,Outline,inam,key,truck,1,0.816611,0.18338902
cvcl,langauge,0,Outline,inam,key,umbrella,1,0.9038597,0.096140265
cvcl,langauge,0,Outline,inam,kite,airplane,1,0.773937,0.22606297
cvcl,langauge,0,Outline,inam,kite,apple,0,0.45556432,0.5444357
cvcl,langauge,0,Outline,inam,kite,bicycle,0,0.07493064,0.9250694
cvcl,langauge,0,Outline,inam,kite,chair,0,0.319764,0.68023604
cvcl,langauge,0,Outline,inam,kite,flower,0,0.09078237,0.9092176
cvcl,langauge,0,Outline,inam,kite,fork,0,0.37212658,0.6278734
cvcl,langauge,0,Outline,inam,kite,guitar,1,0.62814325,0.37185672
cvcl,langauge,0,Outline,inam,kite,key,0,0.10290505,0.8970949
cvcl,langauge,0,Outline,inam,kite,lamp,0,0.26380426,0.7361958
cvcl,langauge,0,Outline,inam,kite,leaf,0,0.20739295,0.792607
cvcl,langauge,0,Outline,inam,kite,spoon,0,0.48361018,0.51638985
cvcl,langauge,0,Outline,inam,kite,tree,0,0.07063594,0.929364
cvcl,langauge,0,Outline,inam,kite,truck,0,0.11947617,0.88052386
cvcl,langauge,0,Outline,inam,kite,umbrella,0,0.27119488,0.7288051
cvcl,langauge,0,Outline,inam,lamp,airplane,1,0.76948893,0.23051111
cvcl,langauge,0,Outline,inam,lamp,apple,0,0.482114,0.51788604
cvcl,langauge,0,Outline,inam,lamp,bicycle,0,0.26772395,0.732276
cvcl,langauge,0,Outline,inam,lamp,chair,1,0.56673115,0.4332689
cvcl,langauge,0,Outline,inam,lamp,flower,0,0.19497015,0.8050298
cvcl,langauge,0,Outline,inam,lamp,fork,1,0.71750593,0.2824941
cvcl,langauge,0,Outline,inam,lamp,guitar,1,0.7944617,0.20553823
cvcl,langauge,0,Outline,inam,lamp,key,0,0.13192086,0.8680791
cvcl,langauge,0,Outline,inam,lamp,kite,0,0.40669775,0.59330225
cvcl,langauge,0,Outline,inam,lamp,leaf,0,0.12688953,0.8731105
cvcl,langauge,0,Outline,inam,lamp,spoon,1,0.65150815,0.3484918
cvcl,langauge,0,Outline,inam,lamp,tree,0,0.21666001,0.78334004
cvcl,langauge,0,Outline,inam,lamp,truck,0,0.3471901,0.65280986
cvcl,langauge,0,Outline,inam,lamp,umbrella,0,0.3742633,0.6257367
cvcl,langauge,0,Outline,inam,leaf,airplane,1,0.9345995,0.06540052
cvcl,langauge,0,Outline,inam,leaf,apple,1,0.9599242,0.040075783
cvcl,langauge,0,Outline,inam,leaf,bicycle,1,0.62560004,0.37439996
cvcl,langauge,0,Outline,inam,leaf,chair,1,0.89356273,0.106437266
cvcl,langauge,0,Outline,inam,leaf,flower,1,0.51897573,0.48102424
cvcl,langauge,0,Outline,inam,leaf,fork,1,0.942504,0.057496022
cvcl,langauge,0,Outline,inam,leaf,guitar,1,0.89103615,0.108963884
cvcl,langauge,0,Outline,inam,leaf,key,1,0.5089719,0.49102807
cvcl,langauge,0,Outline,inam,leaf,kite,1,0.8592969,0.14070305
cvcl,langauge,0,Outline,inam,leaf,lamp,1,0.61678636,0.38321358
cvcl,langauge,0,Outline,inam,leaf,spoon,1,0.95369697,0.046303064
cvcl,langauge,0,Outline,inam,leaf,tree,1,0.56114125,0.4388588
cvcl,langauge,0,Outline,inam,leaf,truck,1,0.65892184,0.34107816
cvcl,langauge,0,Outline,inam,leaf,umbrella,1,0.84543175,0.15456823
cvcl,langauge,0,Outline,inam,spoon,airplane,0,0.38689628,0.61310375
cvcl,langauge,0,Outline,inam,spoon,apple,0,0.47387582,0.5261242
cvcl,langauge,0,Outline,inam,spoon,bicycle,0,0.087173216,0.9128268
cvcl,langauge,0,Outline,inam,spoon,chair,0,0.120603785,0.8793962
cvcl,langauge,0,Outline,inam,spoon,flower,0,0.06069477,0.9393052
cvcl,langauge,0,Outline,inam,spoon,fork,0,0.41221988,0.58778006
cvcl,langauge,0,Outline,inam,spoon,guitar,0,0.215626,0.78437394
cvcl,langauge,0,Outline,inam,spoon,key,0,0.018119147,0.9818809
cvcl,langauge,0,Outline,inam,spoon,kite,0,0.27096412,0.72903585
cvcl,langauge,0,Outline,inam,spoon,lamp,0,0.10782121,0.8921787
cvcl,langauge,0,Outline,inam,spoon,leaf,0,0.07194077,0.9280593
cvcl,langauge,0,Outline,inam,spoon,tree,0,0.07829748,0.9217025
cvcl,langauge,0,Outline,inam,spoon,truck,0,0.15609446,0.8439055
cvcl,langauge,0,Outline,inam,spoon,umbrella,0,0.21541724,0.78458273
cvcl,langauge,0,Outline,inam,tree,airplane,1,0.94363815,0.056361888
cvcl,langauge,0,Outline,inam,tree,apple,1,0.9164811,0.083518974
cvcl,langauge,0,Outline,inam,tree,bicycle,1,0.7140488,0.28595123
cvcl,langauge,0,Outline,inam,tree,chair,1,0.78603315,0.21396682
cvcl,langauge,0,Outline,inam,tree,flower,0,0.32495412,0.67504585
cvcl,langauge,0,Outline,inam,tree,fork,1,0.9048409,0.09515914
cvcl,langauge,0,Outline,inam,tree,guitar,1,0.9251356,0.07486441
cvcl,langauge,0,Outline,inam,tree,key,1,0.5060013,0.49399874
cvcl,langauge,0,Outline,inam,tree,kite,1,0.8309669,0.16903317
cvcl,langauge,0,Outline,inam,tree,lamp,0,0.49115875,0.5088412
cvcl,langauge,0,Outline,inam,tree,leaf,0,0.29999143,0.7000086
cvcl,langauge,0,Outline,inam,tree,spoon,1,0.875599,0.12440095
cvcl,langauge,0,Outline,inam,tree,truck,1,0.80081165,0.19918828
cvcl,langauge,0,Outline,inam,tree,umbrella,1,0.7083243,0.2916757
cvcl,langauge,0,Outline,inam,truck,airplane,1,0.8853037,0.114696376
cvcl,langauge,0,Outline,inam,truck,apple,1,0.9056796,0.09432039
cvcl,langauge,0,Outline,inam,truck,bicycle,1,0.6490639,0.3509361
cvcl,langauge,0,Outline,inam,truck,chair,1,0.8709071,0.12909287
cvcl,langauge,0,Outline,inam,truck,flower,1,0.8334552,0.16654478
cvcl,langauge,0,Outline,inam,truck,fork,1,0.9160125,0.0839875
cvcl,langauge,0,Outline,inam,truck,guitar,1,0.9249407,0.07505937
cvcl,langauge,0,Outline,inam,truck,key,0,0.3267446,0.6732554
cvcl,langauge,0,Outline,inam,truck,kite,1,0.84230226,0.15769768
cvcl,langauge,0,Outline,inam,truck,lamp,1,0.73944515,0.26055485
cvcl,langauge,0,Outline,inam,truck,leaf,1,0.6535958,0.34640422
cvcl,langauge,0,Outline,inam,truck,spoon,1,0.91446763,0.085532434
cvcl,langauge,0,Outline,inam,truck,tree,1,0.7009465,0.29905352
cvcl,langauge,0,Outline,inam,truck,umbrella,1,0.82370514,0.17629483
cvcl,langauge,0,Outline,inam,umbrella,airplane,1,0.8766108,0.12338917
cvcl,langauge,0,Outline,inam,umbrella,apple,1,0.8127544,0.1872456
cvcl,langauge,0,Outline,inam,umbrella,bicycle,0,0.47373372,0.5262662
cvcl,langauge,0,Outline,inam,umbrella,chair,1,0.63820004,0.36179996
cvcl,langauge,0,Outline,inam,umbrella,flower,0,0.2467862,0.75321376
cvcl,langauge,0,Outline,inam,umbrella,fork,1,0.79003054,0.2099695
cvcl,langauge,0,Outline,inam,umbrella,guitar,1,0.7167184,0.2832816
cvcl,langauge,0,Outline,inam,umbrella,key,0,0.17316848,0.82683146
cvcl,langauge,0,Outline,inam,umbrella,kite,1,0.6107614,0.3892386
cvcl,langauge,0,Outline,inam,umbrella,lamp,0,0.4167047,0.58329535
cvcl,langauge,0,Outline,inam,umbrella,leaf,0,0.34584716,0.65415287
cvcl,langauge,0,Outline,inam,umbrella,spoon,1,0.85208577,0.14791428
cvcl,langauge,0,Outline,inam,umbrella,tree,0,0.16765718,0.8323428
cvcl,langauge,0,Outline,inam,umbrella,truck,0,0.36432666,0.6356733
cvcl,langauge,0,Outline,anim,bear,bird,1,0.76750886,0.2324911
cvcl,langauge,0,Outline,anim,bear,butterfly,1,0.5896139,0.41038615
cvcl,langauge,0,Outline,anim,bear,cat,1,0.51373285,0.48626712
cvcl,langauge,0,Outline,anim,bear,cow,1,0.96724874,0.032751232
cvcl,langauge,0,Outline,anim,bear,dog,1,0.51002437,0.48997566
cvcl,langauge,0,Outline,anim,bear,duck,1,0.82925665,0.1707433
cvcl,langauge,0,Outline,anim,bear,elephant,0,0.42422572,0.57577425
cvcl,langauge,0,Outline,anim,bear,fish,0,0.15970212,0.8402979
cvcl,langauge,0,Outline,anim,bear,foot,1,0.58880323,0.4111968
cvcl,langauge,0,Outline,anim,bear,frog,0,0.37523228,0.6247678
cvcl,langauge,0,Outline,anim,bear,hand,0,0.48308012,0.5169199
cvcl,langauge,0,Outline,anim,bear,rabbit,1,0.8918555,0.108144544
cvcl,langauge,0,Outline,anim,bear,squirrel,1,0.7172536,0.2827464
cvcl,langauge,0,Outline,anim,bear,turtle,1,0.8552974,0.14470258
cvcl,langauge,0,Outline,anim,bird,bear,0,0.07527507,0.92472494
cvcl,langauge,0,Outline,anim,bird,butterfly,0,0.059131373,0.9408687
cvcl,langauge,0,Outline,anim,bird,cat,0,0.08613312,0.9138669
cvcl,langauge,0,Outline,anim,bird,cow,1,0.6488962,0.35110375
cvcl,langauge,0,Outline,anim,bird,dog,0,0.13440524,0.8655948
cvcl,langauge,0,Outline,anim,bird,duck,0,0.21484946,0.7851505
cvcl,langauge,0,Outline,anim,bird,elephant,0,0.065375365,0.9346246
cvcl,langauge,0,Outline,anim,bird,fish,0,0.033428013,0.96657205
cvcl,langauge,0,Outline,anim,bird,foot,0,0.07537444,0.9246256
cvcl,langauge,0,Outline,anim,bird,frog,0,0.06990382,0.93009615
cvcl,langauge,0,Outline,anim,bird,hand,0,0.08646243,0.91353756
cvcl,langauge,0,Outline,anim,bird,rabbit,0,0.32701835,0.6729817
cvcl,langauge,0,Outline,anim,bird,squirrel,0,0.19487835,0.8051216
cvcl,langauge,0,Outline,anim,bird,turtle,0,0.4614825,0.53851753
cvcl,langauge,0,Outline,anim,butterfly,bear,1,0.5051547,0.49484527
cvcl,langauge,0,Outline,anim,butterfly,bird,1,0.7670318,0.23296815
cvcl,langauge,0,Outline,anim,butterfly,cat,0,0.4928995,0.5071005
cvcl,langauge,0,Outline,anim,butterfly,cow,1,0.9588725,0.041127477
cvcl,langauge,0,Outline,anim,butterfly,dog,1,0.5458353,0.4541647
cvcl,langauge,0,Outline,anim,butterfly,duck,1,0.867126,0.13287407
cvcl,langauge,0,Outline,anim,butterfly,elephant,1,0.69410586,0.30589414
cvcl,langauge,0,Outline,anim,butterfly,fish,0,0.1665587,0.83344126
cvcl,langauge,0,Outline,anim,butterfly,foot,1,0.59628516,0.40371478
cvcl,langauge,0,Outline,anim,butterfly,frog,0,0.32701388,0.67298615
cvcl,langauge,0,Outline,anim,butterfly,hand,0,0.3854818,0.61451817
cvcl,langauge,0,Outline,anim,butterfly,rabbit,1,0.9286808,0.071319275
cvcl,langauge,0,Outline,anim,butterfly,squirrel,1,0.5810239,0.41897613
cvcl,langauge,0,Outline,anim,butterfly,turtle,1,0.8698429,0.13015713
cvcl,langauge,0,Outline,anim,cat,bear,1,0.68224597,0.31775403
cvcl,langauge,0,Outline,anim,cat,bird,1,0.8920379,0.10796205
cvcl,langauge,0,Outline,anim,cat,butterfly,1,0.68071485,0.31928515
cvcl,langauge,0,Outline,anim,cat,cow,1,0.9780662,0.021933738
cvcl,langauge,0,Outline,anim,cat,dog,1,0.69761735,0.30238268
cvcl,langauge,0,Outline,anim,cat,duck,1,0.9099019,0.09009803
cvcl,langauge,0,Outline,anim,cat,elephant,1,0.58084744,0.4191526
cvcl,langauge,0,Outline,anim,cat,fish,0,0.4860589,0.51394117
cvcl,langauge,0,Outline,anim,cat,foot,1,0.6217173,0.37828273
cvcl,langauge,0,Outline,anim,cat,frog,1,0.50035167,0.49964836
cvcl,langauge,0,Outline,anim,cat,hand,1,0.6992857,0.30071428
cvcl,langauge,0,Outline,anim,cat,rabbit,1,0.95041156,0.049588412
cvcl,langauge,0,Outline,anim,cat,squirrel,1,0.83231974,0.16768025
cvcl,langauge,0,Outline,anim,cat,turtle,1,0.9453965,0.05460351
cvcl,langauge,0,Outline,anim,cow,bear,0,0.04221707,0.957783
cvcl,langauge,0,Outline,anim,cow,bird,0,0.1562795,0.84372044
cvcl,langauge,0,Outline,anim,cow,butterfly,0,0.017431734,0.98256826
cvcl,langauge,0,Outline,anim,cow,cat,0,0.01783091,0.9821691
cvcl,langauge,0,Outline,anim,cow,dog,0,0.026907172,0.97309285
cvcl,langauge,0,Outline,anim,cow,duck,0,0.092961065,0.9070389
cvcl,langauge,0,Outline,anim,cow,elephant,0,0.02226839,0.97773165
cvcl,langauge,0,Outline,anim,cow,fish,0,0.0076697352,0.99233025
cvcl,langauge,0,Outline,anim,cow,foot,0,0.052364316,0.9476357
cvcl,langauge,0,Outline,anim,cow,frog,0,0.015751882,0.9842481
cvcl,langauge,0,Outline,anim,cow,hand,0,0.035512045,0.96448797
cvcl,langauge,0,Outline,anim,cow,rabbit,0,0.11991536,0.8800847
cvcl,langauge,0,Outline,anim,cow,squirrel,0,0.073618315,0.9263817
cvcl,langauge,0,Outline,anim,cow,turtle,0,0.19686295,0.803137
cvcl,langauge,0,Outline,anim,dog,bear,0,0.3826536,0.6173464
cvcl,langauge,0,Outline,anim,dog,bird,1,0.81601965,0.18398035
cvcl,langauge,0,Outline,anim,dog,butterfly,0,0.26030686,0.7396931
cvcl,langauge,0,Outline,anim,dog,cat,0,0.36573827,0.6342617
cvcl,langauge,0,Outline,anim,dog,cow,1,0.9615119,0.038488068
cvcl,langauge,0,Outline,anim,dog,duck,1,0.76099753,0.23900253
cvcl,langauge,0,Outline,anim,dog,elephant,0,0.33816764,0.66183233
cvcl,langauge,0,Outline,anim,dog,fish,0,0.17981179,0.8201882
cvcl,langauge,0,Outline,anim,dog,foot,1,0.50728846,0.49271154
cvcl,langauge,0,Outline,anim,dog,frog,0,0.2792255,0.72077453
cvcl,langauge,0,Outline,anim,dog,hand,1,0.5325077,0.4674923
cvcl,langauge,0,Outline,anim,dog,rabbit,1,0.8463837,0.1536163
cvcl,langauge,0,Outline,anim,dog,squirrel,1,0.50717854,0.4928215
cvcl,langauge,0,Outline,anim,dog,turtle,1,0.8375384,0.16246156
cvcl,langauge,0,Outline,anim,duck,bear,0,0.2519114,0.7480886
cvcl,langauge,0,Outline,anim,duck,bird,1,0.74646366,0.25353628
cvcl,langauge,0,Outline,anim,duck,butterfly,0,0.15778653,0.8422135
cvcl,langauge,0,Outline,anim,duck,cat,0,0.11438451,0.88561547
cvcl,langauge,0,Outline,anim,duck,cow,1,0.8800747,0.11992533
cvcl,langauge,0,Outline,anim,duck,dog,0,0.2276724,0.77232766
cvcl,langauge,0,Outline,anim,duck,elephant,0,0.17007586,0.82992417
cvcl,langauge,0,Outline,anim,duck,fish,0,0.07777492,0.92222506
cvcl,langauge,0,Outline,anim,duck,foot,0,0.216778,0.78322196
cvcl,langauge,0,Outline,anim,duck,frog,0,0.2243594,0.7756406
cvcl,langauge,0,Outline,anim,duck,hand,0,0.23546116,0.7645388
cvcl,langauge,0,Outline,anim,duck,rabbit,1,0.7040459,0.29595414
cvcl,langauge,0,Outline,anim,duck,squirrel,0,0.40802026,0.59197974
cvcl,langauge,0,Outline,anim,duck,turtle,1,0.66660213,0.3333978
cvcl,langauge,0,Outline,anim,elephant,bear,1,0.6012446,0.39875534
cvcl,langauge,0,Outline,anim,elephant,bird,1,0.82769763,0.17230234
cvcl,langauge,0,Outline,anim,elephant,butterfly,0,0.4706555,0.5293445
cvcl,langauge,0,Outline,anim,elephant,cat,1,0.5347003,0.46529976
cvcl,langauge,0,Outline,anim,elephant,cow,1,0.9835623,0.016437702
cvcl,langauge,0,Outline,anim,elephant,dog,1,0.55343103,0.44656897
cvcl,langauge,0,Outline,anim,elephant,duck,1,0.865447,0.13455305
cvcl,langauge,0,Outline,anim,elephant,fish,0,0.30198503,0.698015
cvcl,langauge,0,Outline,anim,elephant,foot,1,0.6641063,0.33589375
cvcl,langauge,0,Outline,anim,elephant,frog,0,0.28843203,0.711568
cvcl,langauge,0,Outline,anim,elephant,hand,1,0.568116,0.43188393
cvcl,langauge,0,Outline,anim,elephant,rabbit,1,0.8563289,0.14367113
cvcl,langauge,0,Outline,anim,elephant,squirrel,1,0.72102636,0.27897364
cvcl,langauge,0,Outline,anim,elephant,turtle,1,0.8974868,0.10251324
cvcl,langauge,0,Outline,anim,fish,bear,1,0.84465027,0.15534967
cvcl,langauge,0,Outline,anim,fish,bird,1,0.9571018,0.042898223
cvcl,langauge,0,Outline,anim,fish,butterfly,1,0.82052094,0.17947908
cvcl,langauge,0,Outline,anim,fish,cat,1,0.7595304,0.24046955
cvcl,langauge,0,Outline,anim,fish,cow,1,0.99178195,0.008217967
cvcl,langauge,0,Outline,anim,fish,dog,1,0.8203472,0.17965277
cvcl,langauge,0,Outline,anim,fish,duck,1,0.95169044,0.048309494
cvcl,langauge,0,Outline,anim,fish,elephant,1,0.7268764,0.27312356
cvcl,langauge,0,Outline,anim,fish,foot,1,0.84491926,0.15508066
cvcl,langauge,0,Outline,anim,fish,frog,1,0.80232716,0.19767283
cvcl,langauge,0,Outline,anim,fish,hand,1,0.77778935,0.22221069
cvcl,langauge,0,Outline,anim,fish,rabbit,1,0.97578317,0.024216803
cvcl,langauge,0,Outline,anim,fish,squirrel,1,0.89732635,0.102673605
cvcl,langauge,0,Outline,anim,fish,turtle,1,0.9741141,0.025885887
cvcl,langauge,0,Outline,anim,foot,bear,0,0.42054814,0.5794518
cvcl,langauge,0,Outline,anim,foot,bird,1,0.734468,0.265532
cvcl,langauge,0,Outline,anim,foot,butterfly,1,0.6319776,0.3680224
cvcl,langauge,0,Outline,anim,foot,cat,0,0.35459203,0.64540803
cvcl,langauge,0,Outline,anim,foot,cow,1,0.96539545,0.03460451
cvcl,langauge,0,Outline,anim,foot,dog,1,0.5257514,0.47424853
cvcl,langauge,0,Outline,anim,foot,duck,1,0.8630271,0.13697292
cvcl,langauge,0,Outline,anim,foot,elephant,0,0.37997654,0.6200234
cvcl,langauge,0,Outline,anim,foot,fish,0,0.1626128,0.83738714
cvcl,langauge,0,Outline,anim,foot,frog,0,0.35297215,0.64702785
cvcl,langauge,0,Outline,anim,foot,hand,0,0.41054937,0.58945066
cvcl,langauge,0,Outline,anim,foot,rabbit,1,0.7810165,0.21898344
cvcl,langauge,0,Outline,anim,foot,squirrel,1,0.68574387,0.31425616
cvcl,langauge,0,Outline,anim,foot,turtle,1,0.8312592,0.16874085
cvcl,langauge,0,Outline,anim,frog,bear,1,0.5178613,0.4821387
cvcl,langauge,0,Outline,anim,frog,bird,1,0.91134846,0.0886515
cvcl,langauge,0,Outline,anim,frog,butterfly,0,0.4301505,0.5698495
cvcl,langauge,0,Outline,anim,frog,cat,0,0.4957321,0.50426793
cvcl,langauge,0,Outline,anim,frog,cow,1,0.9832766,0.01672337
cvcl,langauge,0,Outline,anim,frog,dog,1,0.57112795,0.42887205
cvcl,langauge,0,Outline,anim,frog,duck,1,0.8910687,0.108931266
cvcl,langauge,0,Outline,anim,frog,elephant,1,0.6053005,0.3946995
